Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:SMAG-L,SMART AGRO-LIMITED,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.17274,0,0,695.5,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,695.5,695,989,695.5,0,0.07194,-29.67644,0.0034,0.0044,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:SMNIN,SHEMEN INDUSTRIES,Consumer Defensive,Israel,1.00E+50,0,0,0,0,0,0,0.555,0.555,0,0,0,0.39506,0,13.744,-0.1818,0,0,0,0,-0.01597,0.01,0,-4.004,846,-0.00473,155.7744,22188000,-88830000,-4.00352,135,271071712,193035600,-658000,-0.9,-0.9,-0.9,0.15,-0.75,1,1,12964933.33,7519400,20.90807,36.04965,28.47886,1.01808,1.05597,1.03702,USD,1,121.062,82.5423,619.0673,0,0.72922,465.9,1005,650.25385,30.10304,81.58403,-15.8209,1.41013,7.86233,2.00739,1.9593,0.03308,0.00827,0.66625,0.66207,1.90579,1.72703,1.99335,0.03068,0.67416,1.82641,None
TLV:SMT,SUMMIT R/EST HLDGS,Real Estate,Israel,9815707189,138108179.3,120696703.4,33627397.67,29833437.26,75265070.35,85867788.47,15.424,15.424,9.28571,0,9.28571,7.83618,9.28571,21.949,0.84144,2.20112,2.5,2.14094,2.5,1.99968,0.29397,0,5.39,5069,0.00106,95.4315,69306096,372472000,5.3743,144,6827743232,3468770304,2586611.111,-0.856,-0.00185,-0.64246,0.40754,-0.75,1,1,88620210.99,23077340.03,77.04499,295.86353,186.45426,1.46268,1.28133,1.37201,ILS,0.30581,2,2,2,7.5,0.29061,2745,5488,4614.098,9.85896,84.66302,-7.63484,1.6945,23.67238,1.89503,1.85529,1.23908,1.11002,0.26411,0.10097,1.45229,0.83489,1.88516,1.18455,0.19254,1.15359,None
TLV:SMTO,SOMOTO LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,36.31,36.31,0,0,0,42.65801,0,-56.492,-0.72558,0,0,0,0,-0.09365,0.0731,0,-0.04,228.9,-0.00017,671.1428,72131800,-3476000,-0.04819,11,144224768,169437600,-316000,-0.9,-0.9,-0.9,0.15,-0.75,1,1,5963000,-459266.6667,24.18661,30998422388,15499211206,0.31831,0.19934,0.25882,USD,1,15.0515,13.8922,16.6749,10.0083,0.66217,123.4,372,261.53568,-12.47848,85.49433,-38.46774,0.84875,0.84975,4.93495,6.13081,0.39978,0.45217,2.72498,0.68125,4.46456,5.67433,5.54288,0.43598,1.71312,5.07944,None
TLV:SNCM,SUNY CELLULAR COMM,Communication Services,Israel,2920607.669,312098106,8120621.451,68122582.18,487909.6613,4304265.556,190110344.1,0.321,0.321,15.7931,0,15.7931,0.26107,15.7931,5.874,0.02098,0.06416,2.5,0.00434,1,0.05328,0.17741,0,0.087,135.6,0.00064,114.78696,217232992,19006000,0.08749,218,290445088,236521728,87183.48624,-0.12087,-0.12087,-0.12087,0.92913,-0.75,1,1,20841807.77,15744281.27,13.9357,18.44766,16.19168,0.85799,0.7549,0.80645,ILS,0.30581,71600,76250,58250,90000,0.40676,82,139,113.57203,19.39559,65.36585,-2.44604,1.8807,44.25064,2.22079,2.33291,5.60394,2.14498,2.31836,2.30376,5.41743,5.87584,2.28685,3.88446,2.32106,5.65664,None
TLV:SNEL,SYNEL PAYWAY M.L.L,Real Estate,Israel,479879697.9,0,0,0,0,0,0,3.884,3.884,8.07374,0,8.07374,1.21867,8.07374,11.344,0.17927,0,0,0,0,0.11244,0.06473,0,4.719,3810,0.00124,76.71244,5659460,26707000,4.719,254,578610304,181554112,105145.6693,-0.146,-0.146,-0.146,0.904,-0.75,1,1,38657133.33,10930200,14.96775,52.93685,33.9523,1.70086,1.76949,1.73518,USD,1,141.3563,70.6781,79.5129,88.3477,0.19736,2680,3848,3442.6853,10.66942,42.16418,-0.98753,1.93493,52.47997,1.76301,1.73248,0.94682,0.03953,9.62148,10.01149,1.32769,1.53779,1.75775,0.50317,9.82649,1.44274,None
TLV:SNFL,SUNFLOWER SUSTAINA,Technology,Israel,13270943554,0,0,0,0,0,0,6.325,6.325,38.95082,0,38.95082,5.55122,12.98361,8.92,0.14252,0,0,0,0,0.09144,0.21051,0,0.244,950.4,0.00026,132.51534,32951600,8040000,0.24399,10000000,356843456,313172000,0.804,-0.9,-0.9,-0.9,0.15,-0.75,1,1,34708600,8953800,10.28113,39.85386,25.06749,0.69814,0.63102,0.66458,USD,1,75.8687,81.2402,72.834,54.6255,0.5959,507,966.3,792.0574,19.9913,87.45562,-1.64545,1.93076,51.80545,2.4511,2.55883,3.25674,4.36749,19.50042,17.95451,3.39163,4.09464,2.51497,3.82211,18.73746,3.75314,None
TLV:SOLR,SOLAER RENEWABLE,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.05018,0,0,4250,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,-0.11488,3650,4851,4131.0947,2.8783,16.43836,-12.3892,0.99917,1.00017,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:SONO,SONOVIA LTD,Technology,Israel,11154743840252,0,0,0,0,0,0,28.433,28.433,623.5484,0,623.5484,181.24414,207.84947,300.371,0.04502,0,0,0,0,0.03573,0.16504,0,0.031,1898,2.00E-05,1700.088,100000000,429000,0.00429,46,270934368,270934368,9326.08696,-0.9,-0.9,-0.9,0.15,-0.75,1,1,1695466.667,1336700,159.79929,202.68899,181.24414,-0.8859,-1.16188,11.23891,USD,1,0,0,0,0,1888,1898,1949,1888,0.52966,0,-2.61673,0,0.001,4.34088,6.32859,0.31444,0.4429,0.04327,0.04327,4.64662,6.88311,5.34474,0.38867,0.05327,5.77486,None
TLV:SPEN,SHAPIR ENGINEERING,Industrials,Israel,1183490192,0,0,0,0,0,0,3.579,3.579,26.21978,0,26.21978,2.44538,26.21978,19.088,0.09474,0,0,0,0,0.06414,0.16876,0,0.91,2348,0.00039,410.6006,356830016,327963008,0.9191,10000000,12462123008,8513964032,32.7963,0.617,0.617,0.617,4.135,-0.75,1,1,370161666.7,203026733.3,33.6667,61.38169,47.52419,2.91871,2.83607,2.87739,USD,1,19.6252,16.8386,19.7478,17.1113,0.06269,1960,2600,2349.4407,-0.06132,19.79592,-9.69231,1.2125,3.17754,1.34623,1.35441,1.72724,1.20278,45.91506,50.03974,1.57677,1.55386,1.36032,1.47501,47.9874,1.57532,None
TLV:SPGE,SUPERGAS ENERGY LT,Utilities,Israel,257641959,0,0,0,0,0,0,2.749,2.749,17.07676,0,17.07676,2.28854,17.07676,10.132,0.12138,0,0,0,0,0.07936,0.214,0,4.69,7995,0.00059,172.77533,16000000,67964000,4.24775,369,1539096064,1281440000,184184.2818,-0.9,-0.9,-0.9,0.15,-0.75,1,1,108684200,41834200,14.16118,36.79038,25.47578,1.61859,0.94443,1.28151,USD,1,93.75,160.937,0,0,-0.01798,6780,9599,7582.238,5.4438,17.92035,-16.71007,0.86201,0.86301,1.94363,2.20086,0.19623,0.04906,0.54727,0.31283,0.94447,0.97582,2.08224,0.13264,0.44005,0.97015,None
TLV:SPNS,SAPIENS INTL CP NV,Technology,Israel,190365134949,0,0,0,0,0,0,12.611,12.611,132.98999,0,132.98999,12.61509,44.33,73.201,0.09153,0,0,0,0,0.0623,0.26022,0,0.699,9104,8.00E-05,1315.4097,54679700,36790000,0.67283,3438,5069313024,5070772736,10700.98895,0.442,0.442,0.442,3.26,-0.75,1,1,53021066.67,15088733.33,95.60941,335.96677,215.78809,0.9055,0.89615,0.90082,USD,1,37,37,14,22,0.05671,8050,11960,10200.44,-10.74895,13.09317,-23.8796,0.53913,0.54013,2.11776,2.146,1.08545,0.27136,0.37612,0.3621,1.69729,1.77051,2.14188,0.68841,0.37911,1.7439,None
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,Israel,34842.53764,205807214.6,18218895.79,53090104.28,8380131.817,13299513.8,129448659.4,0.915,0.915,6.6256,0,6.6256,0.89645,6.6256,4.153,0.14112,0.21418,2.5,0.69345,4.375,0.48761,0.05233,0,1.461,950.5,0.00154,189.02559,66331700,101077000,1.52381,402,655020736,642090880,251435.3234,1.232,0.27286,0.99221,6.01107,-0.75,1,1,29840756.31,10910994.99,21.95054,60.03309,40.99181,1.51478,1.44349,1.47914,ILS,0.30581,60,45.2714,25,38,0.05343,807,1240,948.0832,0.25491,17.78191,-23.34677,0.66282,0.66382,1.675,1.69468,0,0,0.00794,0.00199,0.9696,1.15077,1.69484,0.01,0.01496,1.07018,None
TLV:SPRG,SPRING VENTURES,Financial Services,Israel,1.20231E+15,4259872.138,1381201.059,1584982.649,716298.763,1048749.911,2922427.394,3.713,3.713,11.88119,0,11.88119,5.36863,11.88119,4.97,0.45218,0.04426,1,1.12994,2.5,0.79119,0.01,0,1.01,1151,0.00088,136.73656,8419880,8510000,1.0107,5,69869744,101037600,1702000,-0.131,0.46441,0.01785,1.13926,-0.75,1,1,-1047073.053,-270458.364,298460977.3,17261178387,8779819682,0.08318,0.09947,0.09132,ILS,0.30581,0,0,0,0,0.53508,11.06,1222,853.93335,34.78804,10306.87161,-5.81015,1.88274,44.53856,16.5607,11.26991,2.58124,3.46667,10.38331,8.21255,24.05842,18.27087,13.92531,3.03396,9.30793,21.17464,None
TLV:SRAC,S.R ACCORD LTD,Financial Services,Israel,7.09E+17,25090201.84,15241366.53,8015218.938,4796303.653,10018835.09,16552710.39,15.01,15.01,14.58188,0,14.58188,9.15107,14.58188,148.49941,0.61971,9.31445,15.46875,1.5234,2.5,5.85633,0.0959,0,4.592,6571,0.0007,358.6887,13545800,61424000,4.53454,37,1487791104,907026752,1660108.108,0.491,0.10864,0.39541,3.02705,-0.75,1,1,-25894910.27,-8441089.944,190655057.6,5484907145,2837781101,3.04424,2.52499,2.78461,ILS,0.30581,59.059,59.059,73.8238,46.1886,0.41918,3900,6824,5877.846,11.79265,68.48718,-3.7075,1.82695,37.18426,1.36194,1.39852,0.18769,0.04461,6.52154,1.63038,1.55513,1.62101,1.39023,0.12615,4.08596,1.59807,None
TLV:SRFT,ZVI SARFATI & SONS,Real Estate,Israel,1.13E+19,0,0,0,0,0,0,4.882,4.882,95.70815,0,95.70815,2.31362,95.70815,30.511,0.02414,0,0,0,0,0.02379,0.21415,0,0.233,2118,0.00011,150.13802,17398200,4049000,0.23273,40,818705280,387979872,101225,-0.668,-0.668,-0.668,0.382,-0.75,1,1,-37917733.33,-8000466.667,10206479.05,1074754772,542480625.4,2.24871,2.28812,2.26841,USD,1,25.1,81.555,52.0376,0,0.99107,1088,2230,1838.5385,15.2002,94.66912,-5.02242,1.80385,34.45139,1.45483,1.43832,0.08496,0.0648,12.85861,14.44815,1.25886,1.22934,1.45657,0.08488,13.66338,1.2541,None
TLV:STCM,SATCOM SYSTEMS,Communication Services,Israel,1.00E+50,0,0,0,0,0,0,1.47,1.47,0,0,0,0.64704,0,10.117,-0.03029,0,0,0,0,0.00567,0.21366,0,-0.032,89.4,-0.00036,291.14755,39757700,-1653000,-0.04158,73,80200728,35304840,-22643.83562,-0.9,-0.9,-0.9,0.15,-0.75,1,1,14530133.33,4743666.667,5.51961,16.90691,11.21326,3.07712,3.50953,3.29332,USD,1,8.411,33.325,22.6968,68.09,0.029,68.8,125,102.83217,-13.06223,29.94186,-28.48,0.7331,0.7341,1.33205,1.28909,4.53287,4.31003,1.45057,1.18254,0.76202,0.72032,1.32057,4.43145,1.32655,0.75117,None
TLV:STEC-L,SURE TECH INVS,,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.05989,0,0,96.8,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,94.5,96.8,104,94.5,2.43386,0,-6.92308,0,0.001,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:STG,STG INTERNATIONAL,Technology,Israel,795882185752638,0,0,0,0,0,0,0.738,0.738,15.98695,0,15.98695,0.75045,5.32898,9.072,0.04695,0,0,0,0,0.03683,0.05838,0,1.226,1961,0.00063,114.15259,4342890,5325000,1.22614,59,83753232,85118880,90254.23729,-0.87,-0.87,-0.87,0.18,-0.75,1,1,-1584400,-1833600,148549988.7,95926852.54,122238420.6,0.41738,0.48754,0.45246,USD,1,0,0,0,0,-0.19824,10.14,1961,12.74,15292.46468,19239.25049,0,2,64,3.53558,3.07588,0.14983,0.09891,1.64354,1.5273,2.9716,2.57088,3.31573,0.13437,1.59542,2.78124,None
TLV:STRS,STRAUSS GROUP LTD,Consumer Defensive,Israel,252670689.2,1762525741,157186340,448664044.7,35555509.33,96370924.67,1105594893,2.168,2.168,20.54066,21.19274,20.70368,1.84804,20.70368,15.525,0.09075,0.50108,5.625,0.19713,2.5,0.36562,0.18635,4.41,4.55,9320,0.00049,480.1685,116130000,533000000,4.58968,16540,12730827776,10853510144,32224.90931,-0.239,0.03817,-0.16971,0.88029,-0.75,1,1,181753076.7,38593222,70.04463,329.87212,199.95837,1.83629,1.84821,1.84225,ILS,0.30581,232.4986,60.2866,155.4419,173.5316,-0.06023,8670,10590,9479.454,-1.6821,7.49712,-11.99245,0.67708,0.67808,1.58725,1.58252,0.21,0.11571,0.60156,0.39394,1.19186,1.19583,1.59489,0.17286,0.50775,1.20385,None
TLV:SVRT,SAVOREAT LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,652448508.9,0,-17.026,0,0,0,0,0,0.01,0.26332,0,-12.664,8221,-0.00154,360.37744,2055040,-16291143,-7.92741,7,109554136,164030096,-2327306.143,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-1651478,-1092407.2,293244931.3,1011652086,652448508.9,0.29758,0.63295,0.46526,USD,1,0,0,0,0,-0.34455,7801,19600,12448.342,-33.95908,5.38393,-58.05612,0.07119,0.07219,4.43047,4.10318,3.11566,3.49743,0.00894,0.00894,27.45352,31.72131,4.27682,3.31655,0.01894,29.59742,None
TLV:TASE,TEL AVIV STOCK EXC,Financial Services,Israel,300677657524,0,0,0,0,0,0,6.739,6.739,82.49098,0,82.49098,7.88699,82.49098,29.457,0.09706,0,0,0,0,0.06546,0.36963,0,0.277,2160,0.00013,371.36356,101202000,28459000,0.28121,250,1975797888,2312465664,113836,-0.211,-0.211,-0.211,0.839,-0.75,1,1,71357400,17481666.67,27.68876,113.02114,70.35495,1.62852,0.9804,1.30446,USD,1,18.2308,8.77,0,0,0.41486,1402,2490,1823.3286,18.46466,54.06562,-13.25301,1.39338,7.3185,1.77883,2.04944,0.95989,0.90697,0.26777,0.15537,1.37374,1.5898,1.92413,0.94343,0.22157,1.49177,None
TLV:TATT,TAT TECHNOLOGIES,Industrials,Israel,1.00E+50,0,0,0,0,0,0,2.14,2.14,0,0,0,2.20339,0,482.782,-0.07071,0,0,0,0,-0.0001,0.68906,0,-0.6,1916,-0.00031,206.83176,8874700,-3484000,-0.39258,422,161249168,166045632,-8255.92417,-0.9,-0.9,-0.9,0.15,-0.75,1,1,4609600,221333.3333,34.98116,728.5354,381.75828,0.37731,0.41186,0.39459,USD,1,33.981,132.5262,22.7138,28.3,0.50866,1212,2611,1711.5525,11.94515,58.08581,-26.61815,1.00643,1.03923,3.81538,3.4508,2.78222,3.09934,1.0721,0.97499,3.78224,3.8581,3.64309,2.95078,1.03354,3.83017,None
TLV:TAYA,TAYA INVESTMENT CO,Communication Services,Israel,49507274886,28624182.97,782037.7193,8028531.867,746747.2453,764392.4823,18326357.42,3.243,3.243,375.5696,0,375.5696,1.45904,375.5696,42.133,0.00467,0.0741,2.5,0.24715,2.75,0.17307,0.33356,0,0.158,5928,3.00E-05,197.0185,2462250,468000,0.19007,87,324764032,146106944,5379.31034,-0.36147,-0.36147,-0.36147,0.68853,-0.75,1,1,2795613.083,1206012.703,116.16916,269.28741,192.72828,0.63414,0.67993,0.65703,ILS,0.30581,95,130,65,33,-0.02627,4700,6400,5424.28,9.28639,26.12766,-7.375,1.44471,9.09236,2.93654,2.74823,0.22679,0.0567,2.62591,2.40958,5.06377,3.41848,2.85239,0.15175,2.52774,4.25113,None
TLV:TDGN-L,TADIR-GAN,Consumer Cyclical,Israel,1.00E+50,0,0,0,0,0,0,2.84,2.84,0,0,0,2.27806,0,540.635,-0.19124,0,0,0,0,-0.01732,0.61432,0,-0.008,9.9,-0.00081,4949.9995,411753984,-3422000,-0.00831,154,50819688,40763644,-22220.77922,-0.9,-0.9,-0.9,0.15,-0.75,1,1,819133.3333,146533.3333,62.0408,346.81316,204.42698,11.61043,12.53367,12.07205,USD,1,48.46464,0,0,0,-0.9922,0.088,12.7,9.02825,9.65578,11150,-22.04724,1.55598,14.19128,1.24963,1.11838,0.6848,1.03,11.67283,7.37521,0.53929,0.45655,1.194,0.8674,9.53402,0.50792,None
TLV:TDRN,TADIRAN GROUP LTD,Consumer Cyclical,Israel,20376481078,279846527.1,26084757.12,82582135.25,8034403.419,17059580.27,181214331.2,3.03,3.03,30.68112,0,30.68112,3.1036,30.68112,19.505,0.10184,0.23079,2.5,0.23893,2.5,0.22702,0.11597,0,13.008,39830,0.00033,901.77826,8524740,111640000,13.096,393,3321283328,3402207744,284071.2468,0.647,0.10983,0.51271,3.61353,-0.75,1,1,44094866.22,12099046.45,75.32132,274.50786,174.91459,0.93748,1.28801,1.11275,ILS,0.30581,586.5218,275.6652,248.9901,164.5557,1.4651,15240,41990,29891.328,33.24935,161.35171,-5.14408,1.8385,38.61788,2.08295,1.79857,0.12214,0.0867,1.28574,1.15328,2.55567,2.17581,1.95076,0.11442,1.22951,2.37574,None
TLV:TEDE,TEDEA TECH DEV & A,Technology,Israel,1.00E+50,28195396.58,-2080670.078,8020601.194,-544555.867,-1312612.973,18107998.89,1.393,1.393,-60.06023,0,-60.06023,0.79431,-20.02008,20.124,-0.09789,0.03918,2.25,-0.07096,0,-0.00187,0.10707,0,-1.75,1495,-0.00117,285.0877,5551900,-9716000,-1.75003,55,138273920,78835832,-176654.5455,-0.14048,-0.14048,-0.14048,0.90952,-0.75,1,1,-1222526.443,-252201.507,1450766285,164898007485,83174386885,2.30599,2.85993,2.58296,ILS,0.30581,36.024,26.117,108.071,45.0296,0.39589,976.6,1689,1476.7063,1.23882,53.08212,-11.48609,1.45536,9.50225,1.50578,1.35222,1.01286,1.53917,0.62722,0.81999,1.62425,1.57974,1.439,1.28602,0.73361,1.612,None
TLV:TEVA,TEVA PHARMA IND,Healthcare,Israel,1.00E+50,17281000000,-3765400000,4099600000,-489466666.7,-2127433333,10690300000,3.887,3.887,-18.06973,11.02201,19120.93143,2.36073,19120.93143,14.382,-0.24453,-0.20882,0,-0.12406,0,-0.15549,0.15567,3.18,-3.632,3425,-0.00106,386.35364,1096780032,-3982000128,-3.63063,37100,63295336448,38442139648,-107331.5398,0.116,-0.12865,0.05484,1.32419,-0.75,1,1,1322466667,-68600000,47.86157,785749278536,392874639292,3.57363,3.81829,3.69596,USD,1,8.5,8.5,34,34,-0.17452,2879,4623,3524.182,-2.81433,18.96492,-25.91391,0.62615,0.62715,1.31477,1.28913,0.25858,0.26845,0.34102,0.38375,0.9751,1.01702,1.31195,0.27352,0.37238,1.00606,None
TLV:TFRLF,TEFRON,Consumer Cyclical,Israel,647136477355,0,0,0,0,0,0,1.143,1.143,39.84211,0,39.84211,0.99004,39.84211,16.327,0.02533,0,0,0,0,0.02447,0.05763,0,0.38,1505,0.00025,650.62317,11770600,4560000,0.38741,855,205765760,178206880,5333.33333,-0.9,-0.9,-0.9,0.15,-0.75,1,1,2172000,1791066.667,94.73562,114.88448,104.81005,2.77874,2.92277,2.85076,USD,1,377,0,0,0,5.29954,180,1637,806.1776,86.68343,736.11111,-8.06353,1.81881,36.20078,1.3653,1.34231,2.03126,1.44045,1.68587,1.90321,1.21279,1.20543,1.3638,1.74586,1.80454,1.21911,None
TLV:TGTR,TOGETHER PHARMA,Healthcare,Israel,1.68E+18,0,0,0,0,0,0,14.563,14.563,13.31967,0,13.31967,9.33668,13.31967,8.007,0.64259,0,0,0,0,0.37719,0.01,0,0.122,160.9,0.00076,1097.9729,63949100,7152000,0.11184,10,162086112,103917288,715200,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-8072866.667,-310000,8215369.761,143021554469,71514884919,5.27503,16.11318,10.6941,USD,1,1508.8829,0,0,0,-0.47989,158,325,219.82867,-26.80664,1.83544,-50.49231,0.03473,0.03573,0.94866,1.12211,0.06423,0.11288,0.18107,0.15741,1.31622,2.1669,1.04538,0.09855,0.17924,1.75156,None
TLV:TIGBUR,TIGBUR - TEMPORARY,Real Estate,Israel,83772413395002,0,0,0,0,0,0,0.237,0.237,18.32208,0,18.32208,0.20243,18.32208,9.793,0.01105,0,0,0,0,0.01631,0.01,0,1.037,1883,0.00055,186.86073,9388070,9741000,1.03759,13692,208850928,178372000,711.43734,0.809,0.809,0.809,5.095,-0.75,1,1,12725733.33,-4185733.333,16.4117,124969245.7,62484631.04,2.37357,2.31474,2.34415,USD,1,0,0,0,0,0.0009,8,1900,11.18,16742.57603,23437.5,-0.89474,1.98203,60.62627,1.44133,1.45335,0.13892,0.15162,3.36093,3.89621,1.22081,1.20384,1.45734,0.15527,3.63857,1.22232,None
TLV:TIGI,TIGI LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.01,0,0,3134,0,10000,4064170,0,0,10000000,132896072,132896072,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,-0.06773,2851,3533,3310.3877,-5.32831,9.92634,-11.29352,0.82991,0.83091,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:TKUN,TIKUN OLAM - CANNB,Healthcare,Israel,1.00E+50,0,0,0,0,0,0,21.105,21.105,0,0,0,10.45932,0,-22.981,-1.52089,0,0,0,0,-0.20727,0.10853,0,-0.964,561.5,-0.00172,156.0758,40453300,-32941000,-0.8143,100,457122016,226538480,-329410,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-14138019.07,-6915300,34115685.95,290156857.9,162136271.9,9.23907,0.41536,4.82721,USD,1,15047.643,9404.789,9404.789,9404.789,-0.25755,406.1799,817.3559,569.04126,-1.32526,38.23924,-31.30288,0.75549,0.75649,2.73751,3.38716,2.20103,2.16515,0,0,2.4206,1.7547,3.07233,2.19309,0.01,2.09765,None
TLV:TLRD,TELRAD NETWORKS,Technology,Israel,114149710985,0,0,0,0,0,0,1.427,1.427,28,0,28,1.29804,9.33333,18.344,0.04722,0,0,0,0,0.03698,0.57696,0,0.16,435.1,0.00037,873.2943,52476500,8553000,0.16299,1592,258500720,235094720,5372.48744,-0.9,-0.9,-0.9,0.15,-0.75,1,1,10627933.33,4597400,24.32276,56.22759,40.27518,3.75187,4.04461,3.89824,USD,1,16.427,0,0,0,3.80579,92.3,470.4,362.2063,20.12491,371.39762,-7.50425,1.81328,35.54551,1.39613,1.25078,0.24324,0.10448,2.48439,0.79295,1.18004,1.07791,1.33345,0.18386,1.64867,1.13898,None
TLV:TLSY,TELSYS LTD,Technology,Israel,34728964.03,100468187.4,12471747.29,23976584.53,2814185.944,7642966.619,62222385.98,2.905,2.905,23.04487,0,23.04487,2.88561,7.68162,10.473,0.12409,0.32782,2.5,0.2929,2.5,0.29874,0.3255,0,6.24,14440,0.00043,436.7237,6488940,40128000,6.18406,72,939365760,933103808,557333.3333,1.276,0.01969,0.96192,5.85961,-0.75,1,1,27243695.47,8269652.858,34.48012,113.59192,74.03602,0.48508,0.4568,0.47094,ILS,0.30581,377.5652,267.3307,314.5067,141.528,1.01961,6779,17000,13398.602,7.77244,113.01077,-15.05882,1.49907,11.34834,3.29692,3.39705,0.59418,0.33178,1.73389,1.55016,2.11079,2.32866,3.35698,0.47298,1.65203,2.22973,None
TLV:TMRP,TAMAR PETROLEUM,Energy,Israel,82607297.63,0,0,0,0,0,0,5.96,5.96,4.81344,0,4.81344,2.00195,4.81344,6.696,0.41603,0,0,0,0,0.24773,0.39489,0,0.997,490.3,0.00203,135.48842,88495600,88257000,0.9973,7,1264254208,424690368,12608142.86,0.188,0.188,0.188,1.99,-0.75,1,1,190241733.3,45262533.33,6.64551,27.93158,17.28855,3.673,3.47534,3.57417,USD,1,7.91,11.3,33.9,44.436,0.9548,174,531.1,381.7839,28.42344,181.78161,-7.68217,1.77149,30.90552,1.22872,1.29108,1.50827,1.34831,6.86593,5.53345,1.27645,1.33343,1.2699,1.43829,6.20969,1.31494,None
TLV:TNPV,TECHNOPLUS VENTURE,Financial Services,Israel,1.00E+50,685000,-97933.33333,68800,-40200,-69066.66667,376900,118.595,118.595,-478.6652,0,-478.6652,124.754,-478.6652,-455.0354,-2.59245,-1.38197,0,-0.72228,0,-1.16793,0.01,0,-0.382,1788,-0.00021,305.1959,1775590,-687000,-0.38691,102,31427778,33059810,-6735.29412,-0.931,-0.1803,-0.74332,0.30668,-0.75,1,1,-470133.3333,-149700,300071980.7,9266080825,4783076403,0.13929,0.13875,0.13902,USD,1,1080.574,0,0,0,0.86713,981,3333,2181.5874,-18.04133,82.263,-46.35464,0.68622,0.68722,8.24211,8.21494,0,0,0,0,4.79783,4.66423,8.23853,0.01,0.01,4.74103,None
